Systematic ID,mean_area,sd_area,z_score,cv,ind
SPAC5D6.01,715.3349344978166,388.5311187317861,0.5848918696234923,0.5431457349479861,NA
SPAC5D6.08c,631.8357825128581,336.0678283233128,0.27334371343268504,0.5318910983273945,NA
SPAC630.11,640.3731951129212,368.4636357420572,0.3051981106446345,0.575388911581603,NA
SPAC630.15,476.51359703337454,292.5182003380207,-0.3061872081553181,0.6138716757699004,NA
SPAC664.10,543.5238312428735,371.172093724595,-0.05616173582903229,0.6828993916896661,NA
SPAC683.03,723.6105720976915,357.8215366301043,0.6157695441178249,0.4944946224221229,NA
SPAC694.03,521.9052401746725,317.4147636572142,-0.13682401833885183,0.6081846649996867,NA
SPAC6B12.06c,568.1730449251248,321.0978484896601,0.035808264963814077,0.5651409396444971,NA
SPAC6F6.09,529.9559023066486,281.33345353522856,-0.10678576185710786,0.5308620062739493,NA
SPAC750.08c,787.7236503856041,433.5372758090852,0.8549852828826237,0.5503672202768843,NA
SPAC823.02,679.7535714285714,387.3059839795339,0.4521323409880885,0.5697741067627948,NA
SPAC824.07,798.328,384.3432081628461,0.8945517394445165,0.481435209792023,NA
SPAC890.07c,674.1985611510792,355.5511315256399,0.43140574474809984,0.5273685706457114,NA
SPAC8C9.14,666.0737704918033,331.16912836907613,0.40109090334959474,0.4971958708485902,NA
SPAC8C9.19,618.3501624593852,209.90735075235247,0.22302679448354254,0.33946356530008953,NA
SPAC8E11.04c,567.4096926183531,333.5306028071582,0.03296008030510561,0.5878126636646919,NA
SPACUNK4.19,550.506968641115,358.12137146905826,-0.03010657803244618,0.6505301328937831,NA
SPAP11E10.01,556.5384615384615,352.1296154115006,-0.007602151980493388,0.6327138908568773,NA
SPAP27G11.16,567.7408829174664,330.88534398398156,0.0341958021607671,0.5828104932018486,NA
SPAPB17E12.02,823.5859872611464,389.0552031305096,0.9887931679289473,0.47239172247735944,up
SPAPB17E12.03,745.871704745167,388.3897171183382,0.6988292479132517,0.520719199625671,NA
SPAPB17E12.04c,706.9316181448883,363.9999208062627,0.5535378060982186,0.5149011749700232,NA
SPAPB17E12.08,710.4296740994854,381.68021956597335,0.566589589942722,0.5372526422826822,NA
SPAPB17E12.12c,762.8989010989011,435.75321026855767,0.7623603317985145,0.5711808073663318,NA
SPAPB17E12.14c,772.3464114832536,379.33018758078055,0.797610443576521,0.4911399625102102,NA
SPAPB18E9.01,624.8468208092486,188.9835494866612,0.2472668242585296,0.30244780511470915,NA
SPAPB18E9.04c,726.7388646288209,388.7206779048378,0.6274416838573329,0.5348835693593673,NA
SPAPB1E7.07,915.546468401487,531.3466602826364,1.3319118423180436,0.5803601222014975,up
SPAPB21F2.03,782.9605263157895,433.28610830615844,0.8372133356666076,0.5533945757712468,NA
SPAC1142.02c,623.958925750395,369.94228691587557,0.24395395146999405,0.5928952558391082,NA
SPAC11D3.09,606.1508078994614,310.27318524536435,0.17750912957903153,0.5118745718092444,NA
SPAC11H11.03c,559.3623853211009,323.8808275466729,0.002934341226804546,0.5790178890215325,NA
SPAC1296.01c,581.1262544512788,272.83547868607025,0.08413867849128835,0.4694943251939146,NA
SPAC12B10.01c,574.4134734239802,324.724218777461,0.05909226182415581,0.5653144186222436,NA
SPAC139.05,562.9262295081967,286.1259252470867,0.01623159106762973,0.5082831643802813,NA
SPAC13A11.04c,548.3947112264763,291.2463969047086,-0.03798773475424868,0.5310889965611458,NA
SPAC13A11.06,467.0277733693065,292.13933734007054,-0.3415802726624151,0.6255288314707115,NA
SPAC144.17c,520.209347614411,339.7367125075113,-0.14315165386193318,0.6530769084897925,NA
SPAC1556.02c,544.2271508149371,303.4174082128705,-0.05353754252071227,0.5575197925324508,NA
SPAC16E8.14c,555.9952766531713,301.0546927454123,-0.0096288581860050609,0.5414698746320638,NA
SPAC17A2.09c,538.8822937625755,268.5349968100792,-0.07348002481163006,0.4983184638246663,NA
SPAC1805.14,605.2178907065785,189.15157156156255,0.17402827229590936,0.3125346663839238,NA
SPAC1805.15c,631.1707361516035,300.8403800546606,0.27086232335021304,0.4766386697345242,NA
SPAC19G12.15c,578.1909090909091,327.97381257010375,0.07318645427024309,0.5672413858698984,NA
SPAC1B3.17,493.0779520295203,336.76880958123223,-0.24438305643807873,0.6829930403399381,NA
SPAC1B9.02c,583.1354166666666,251.41872854814108,0.09163517119584995,0.43114981762779414,NA
SPAC1F7.09c,429.6791666666667,267.17062190397627,-0.4809336586297259,0.6217909608618282,NA
SPAC20G4.03c,575.7783831541747,255.50346126837854,0.06418494959044077,0.4437531327048154,NA
SPAC20G8.04c,524.3558740411788,224.65294065113886,-0.12768032712212746,0.42843601411337745,NA
SPAC20G8.10c,658.6178293551365,228.43050877105398,0.37327164221249726,0.34683316878122483,NA
SPAC20H4.04,741.1089108910891,356.4857415451863,0.6810585327828492,0.48101667151263583,NA
SPAC222.07c,690.1666666666666,366.37996708412294,0.49098519810755076,0.5308572331573865,NA
SPAC222.13c,865.5436893203884,618.3340270602633,1.1453437963343092,0.7143880022344912,up
SPAC22A12.06c,664.4326683291771,385.96816010854644,0.3949676992123953,0.5808988306958559,NA
SPAC22H10.11c,582.4730878186969,376.1328779183435,0.08916392057268031,0.6457515133049723,NA
SPAC23C4.05c,531.7752161383286,236.7221524488869,-0.09999762262074242,0.4451545413641641,NA
SPAC23D3.10c,456.8682008368201,212.41697756196578,-0.3794871976423608,0.4649414802187883,NA
SPAC23G3.07c,581.4904798172125,272.08299334081414,0.08549765925333278,0.46790618726267286,NA
SPAC23H3.13c,544.5336514843146,175.49402936035054,-0.05239394146434433,0.3222831663056652,NA
SPAC25H1.07,618.5932911908646,192.0451965995235,0.223933945109732,0.3104547031698549,NA
SPAC29B12.10c,541.96875,371.6342211632595,-0.06196398270731697,0.6857115307169639,NA
SPAC30C2.04,574.4366450186542,203.54596121219515,0.05917871860156083,0.3543401399915655,NA
SPAC30D11.10,582.4969317470257,171.7483231731564,0.08925288593017906,0.29484845981600033,NA
SPAC30D11.11,592.0131362889983,231.15653658645877,0.12475930615730002,0.3904584584650448,NA
SPAC31G5.10,599.4216524216524,324.1261048464311,0.15240161732297527,0.5407313925630941,NA
SPAC343.16,573.6444676013641,233.04496583712142,0.05622298302981301,0.40625331367976963,NA
SPAC3C7.01c,596.8914019624148,296.50947573768826,0.14296086437474842,0.4967561515593065,NA
SPAC3F10.13,616.5024455313472,274.32032611510755,0.21613267893376478,0.44496226755220425,NA
SPAC3G9.05,571.404208600183,354.09732518669733,0.047864232735755304,0.6196967398160391,NA
SPAC3H5.04,558.4275229357798,392.64550061728914,-5.537738679615937e-4,0.7031270567630028,NA
SPAC4F10.16c,655.3308550185874,342.3364112516052,0.3610074362935816,0.5223871402207904,NA
SPAC4G8.13c,635.4605678233438,285.1037602056537,0.28686834396154076,0.44865688705473183,NA
SPAC4G9.09c,614.8122270742358,307.7146669265128,0.20982621436071625,0.5005018660589482,NA
SPAC4H3.02c,542.9127010173942,337.5376342951693,-0.05844195653085272,0.621716223736595,NA
SPAC56F8.02,604.0741951710262,338.03307669974106,0.16976096865420098,0.5595886720571415,NA
SPAC589.05c,563.8589881593111,347.39620646919354,0.019711856807071985,0.616104759814596,NA
SPAC5H10.10,575.4058219178082,319.92501655305824,0.06279486641595487,0.5559989217466708,NA
SPAC631.02,598.3706896551724,375.61833721718307,0.14848031388050426,0.6277351877540049,NA
SPAC637.13c,573.7201638065523,290.6593375152617,0.05650541719347078,0.506622140638701,NA
SPAC6G10.03c,595.0356176735798,321.863793136394,0.1360366482632059,0.5409151714224939,NA
SPAC7D4.03c,616.7374179431072,359.2805539063311,0.21700939707879102,0.582550277400996,NA
SPAC8F11.08c,605.3621312462373,211.54490208056305,0.1745664558955075,0.34945182587662554,NA
SPAC9E9.12c,664.0474226804124,317.87757710666887,0.3935302885477362,0.4786971024201302,NA
SPACUNK4.17,628.9875389408099,316.9482127515198,0.26271647935713677,0.5039022128884271,NA
SPAP8A3.13c,564.2568448500651,334.0393532898546,0.021196321205643517,0.5919987614481059,NA
SPAPB1E7.04c,518.4926199261993,320.8848940442832,-0.14955702844634094,0.6188803499073083,NA
SPAPB2C8.01,588.3493150684932,349.4620613592368,0.11108902665473984,0.5939703716975585,NA
SPAPYUG7.02c,635.281914893617,329.0103297677547,0.2862017624510543,0.5178965779670432,NA
SPBC106.11c,590.9877804932237,344.1496059096903,0.12093354625412522,0.5823294783226679,NA
SPBC106.19,578.186089821646,182.09970919197403,0.07316847283669031,0.31495000035048687,NA
SPBC11B10.07c,321.8386980108499,241.39789361351137,-0.8833030045905631,0.7500586321828002,dn
SPBC11C11.11c,567.0473569876901,274.22977295197694,0.03160815043549902,0.4836100011271724,NA
SPBC1271.09,654.6469329529244,244.3834841964405,0.3584556180598601,0.37330578040608353,NA
SPBC1289.10c,658.0266094420601,316.2194713411695,0.3710657099432043,0.4805572704868144,NA
SPBC1289.16c,613.4689655172414,310.408859995213,0.20481429925241676,0.5059895079345934,NA
SPBC12C2.08,593.3944455234026,254.1854278235932,0.12991318299170804,0.4283582863661444,NA
SPBC13G1.08c,582.241112828439,221.50102443415875,0.08829838626749074,0.3804283475588668,NA
SPBC1604.02c,560.4208961562964,236.08401522730844,0.006883807672554395,0.42126197799995435,NA
SPBC1683.04,560.8628528130328,312.55797417558745,0.008532815815143287,0.5572805768967207,NA
SPBC1683.12,586.7287128712871,326.8251426785682,0.10504231103600799,0.5570293996337368,NA
SPBC1685.15c,267.11090021691973,126.60181354355136,-1.0875008208528616,0.47396723024308823,dn
SPBC16A3.19,351.4724409448819,235.38393336860238,-0.772734959854095,0.6697080793470104,NA
SPBC16G5.07c,281.4237012987013,731.1049725341502,-1.034097562484943,2.5978798841756405,dn
SPBC16G5.07c,281.4237012987013,731.1049725341502,-1.034097562484943,2.5978798841756405,var
SPBC1709.13c,677.4910371318822,265.4599623404973,0.44369047814642804,0.3918280062630883,NA
SPBC17A3.05c,623.5316901408451,191.01222329176414,0.24235986981466998,0.3063392387460175,NA
SPBC18A7.02c,680.7453416149068,362.75063909883863,0.45583278782584175,0.5328727453915422,NA
SPBC18E5.11c,576.0016181229773,415.572877722442,0.06501787353367211,0.721478663682706,NA
SPBC1921.03c,585.8703703703703,409.02041643078684,0.10183970337851928,0.6981414953144258,NA
SPBC21C3.02c,686.3542576419214,199.30482889518387,0.4767605146937776,0.2903818642867127,NA
SPBC23G7.06c,637.231288557793,257.7024403347862,0.2934751748913431,0.4044095840272196,NA
SPBC23G7.08c,657.4388217522659,191.47472075660755,0.36887258382594695,0.29124340458975584,NA
SPAC1071.05,568.2863155209794,256.47848649101394,0.03623089494807418,0.45131913172303995,NA
SPAC11D3.06,483.84601383327265,218.3159344693732,-0.27882883528415087,0.45120953408247394,NA
SPAC11E3.04c,551.145144076841,283.69628222175845,-0.027725447498779015,0.5147396929296094,NA
SPAC11E3.08c,551.3752084028009,223.38902880506163,-0.02686704217544107,0.40514884492569947,NA
SPAC11G7.01,511.85272782227594,238.93565457500958,-0.17433148534927884,0.46680547272177897,NA
SPAC1296.03c,612.8724054706356,307.84692549658865,0.20258844212502214,0.5023018213068143,NA
SPAC12G12.09,616.211564938045,324.94514190660163,0.21504735877947936,0.5273272369356979,NA
SPAC13F5.04c,629.7251356238698,394.24063422133395,0.26546856582935824,0.6260519263388764,NA
SPAC13G7.04c,603.5101598482796,372.10858411472736,0.16765646626524452,0.6165738522252454,NA
SPAC13G7.05,588.4743232987604,245.01020046984942,0.11155545155514413,0.41634815788803936,NA
SPAC13G7.13c,587.4214208826695,306.3216101013269,0.10762691098216856,0.5214682325357539,NA
SPAC14C4.15c,616.9467270738947,240.73514644106845,0.21779036158226905,0.3902041065731019,NA
SPAC15A10.03c,603.0593155893536,237.70281651569195,0.165974297114318,0.39416158638291066,NA
SPAC15E1.05c,644.4212168486739,254.5038562948947,0.3203019012582357,0.39493401154521346,NA
SPAC1687.09,624.682021313166,276.39723975001755,0.24665193203597222,0.44246069251199704,NA
SPAC1687.13c,590.6196136701337,247.25532086699766,0.11955985931027502,0.41863716535003515,NA
SPAC16E8.13,613.431847133758,286.48995169436324,0.204675804864628,0.46702816789343266,NA
SPAC17A2.02c,607.1015004413063,273.73417226015727,0.18105630941828882,0.4508869967561899,NA
SPAC17A2.13c,607.0326596604689,282.434511998992,0.18079945389543892,0.46527070249723607,NA
SPAC17A5.04c,609.69450460205735,266.3141847665939,0.19073120606182145,0.43679938519441797,NA
SPBC23G7.12c,618.2157138834132,299.8615052473388,0.2225251462038798,0.4850434864615695,NA
SPBC24C6.04,564.8586843021233,331.64819610649147,0.023441876605360304,0.5871348096847253,NA
SPBC24C6.06,507.16738197424894,293.07322064391474,-0.1918132300780399,0.5778629128377095,NA
SPBC24C6.09c,587.2591898852728,266.1719984398009,0.10702160222256529,0.4532445009362908,NA
SPBC29B5.02c,521.8740648379053,307.04154446783406,-0.1369403383068702,0.5883441334897559,NA
SPBC2F12.03c,506.2657034220532,243.03675156759428,-0.19517753119649894,0.4800577047285867,NA
SPBC2G2.01c,481.58336999560055,158.8823377798511,-0.2872711068400371,0.3299165786835674,NA
SPBC2G2.02,562.9327093346825,324.907459988609,0.016255768295135656,0.5771692683706545,NA
SPBC2G2.06c,566.5148155613788,273.5095232278299,0.02962115660959271,0.4827932398498705,NA
SPBC2G5.04c,556.1971129915381,253.36472604365633,-0.008875775818392512,0.45553045876293674,NA
SPBC30B4.04c,526.8369826034793,281.701453790945,-0.11842293013642882,0.534703263234969,NA
SPBC32H8.02c,435.1148359486448,261.1646488913324,-0.4606523419671525,0.6002200506952073,NA
SPBC337.11,532.0350769230769,309.91797463869386,-0.09902804213483266,0.5825141763792064,NA
SPBC354.05c,484.15942028985506,280.35661674256875,-0.2776594676754339,0.5790584774220147,NA
SPBC365.07c,465.4521242866202,295.5870440007919,-0.3474592613089475,0.6350535932214861,NA
SPBC3D6.02,570.5511560293506,275.40526880232005,0.04468136261960704,0.48270039573480855,NA
SPBC3E7.09,517.8846990572879,293.39334410026527,-0.1518252745460543,0.5665225186886829,NA
SPBC3E7.11c,513.6606465595088,294.68744503198013,-0.1675858629598542,0.5737006465373437,NA
SPBC3E7.16c,520.8314220183486,245.43344408216092,-0.14083059874995818,0.4712339419366185,NA
SPBC428.14,529.4013778100073,300.2360110705035,-0.10885477789361032,0.5671235921457175,NA
SPBC4C3.06,563.2934782608696,278.03906555352864,0.01760185254979709,0.49359539260414553,NA
SPBC530.08,504.16539440203564,272.28884645439285,-0.20301410662345978,0.5400784137065585,NA
SPBC582.10c,698.1638316920322,342.3834874026013,0.5208238486707933,0.4904056495920437,NA
SPBC646.08c,499.22265625,302.8195375560421,-0.22145622155749004,0.6065821207529424,NA
SPBC713.07c,476.49808429118775,223.6450210039481,-0.30624508857818306,0.4693513539233428,NA
SPBC725.07,507.0434713121304,233.34262713697828,-0.19227555978316513,0.46020240933806467,NA
SPBC725.14,546.5496521947709,264.01793377990543,-0.04487193328472642,0.48306303502287984,NA
SPBC800.11,541.6712511091393,220.4024427893661,-0.06307399674594029,0.4068933736801882,NA
SPBC839.06,523.9192460660557,275.508487212054,-0.12930945313547224,0.5258605964196968,NA
SPBC839.15c,570.187917222964,301.7927737709964,0.043326062862705274,0.5292865117886821,NA
SPBC8E4.03,532.7144233858015,227.1804446800225,-0.09649329617819422,0.426458219839665,NA
SPBP35G2.08c,480.64066126932005,177.5053383789103,-0.2907884978376197,0.3693098663565789,NA
SPBP4G3.02,518.8215648854962,293.94686423200505,-0.14832968429827498,0.5665663960920342,NA
SPBP8B7.10c,664.0497760079642,307.60527819157284,0.39353906917415254,0.4632262359017551,NA
SPBPB7E8.01,590.2193919474116,354.7490272424887,0.11806657061431265,0.601046038274013,NA
SPCC1020.10,567.5122699386503,320.7228460085739,0.03334281203645713,0.5651381705689729,NA
SPCC11E10.05c,469.3032319391635,334.8439608724836,-0.3330901873732229,0.7134917002146065,NA
SPCC11E10.09c,551.6110498345533,230.7979378989985,-0.025987081583396944,0.4184070242396749,NA
SPCC1223.02,556.3957508102269,245.32599089426307,-0.008134627618786828,0.44091995766865194,NA
SPCC1235.12c,534.262584269663,203.42561173507346,-0.09071687022190847,0.3807596072129144,NA
SPCC1259.11c,514.3485329844889,262.2188918700498,-0.16501925309284812,0.5098077957927363,NA
SPCC126.04c,505.26961069145847,152.68578323992043,-0.1988941061105503,0.30218675338691126,NA
SPCC126.09,591.627802015947,239.5281585353541,0.1233215648218206,0.4048629184077758,NA
SPCC1322.02,564.2870997255261,281.5972672251731,0.021309206791204256,0.4990319065634219,NA
SPCC1442.16c,571.4335260115607,239.21088557195617,0.047973620498886954,0.41861542013745384,NA
SPCC1442.17c,586.5067648229208,259.59297080869254,0.10421418879051329,0.44260865582184605,NA
SPCC1450.02,546.4808833223467,309.3489601772225,-0.04512852050624638,0.5660746233180681,NA
SPCC1620.07c,496.66388673390225,266.6970316370454,-0.2310033834855669,0.5369768947584743,NA
SPCC16A11.04,520.1721366376423,249.37335867839394,-0.1432904937294855,0.479405452760939,NA
SPCC16C4.06c,477.8848068669528,217.12641031238633,-0.3010710137360148,0.454348845563605,NA
SPCC1739.10,454.64076433121016,301.0584341147416,-0.3877981052367263,0.6621897061025914,NA
SPCC1753.02c,529.1298689479432,187.99371038185745,-0.10986781914438552,0.3552884110580282,NA
SPCC1795.09,530.1949044585987,278.137744310948,-0.10589400813272151,0.5245952799093092,NA
SPCC18.02,553.4926650366748,299.6001133006968,-0.018966486368404433,0.5412901240178948,NA
SPCC18.17c,520.5247487198938,213.86216654307952,-0.14197484391191822,0.4108587863862812,NA
SPCC188.09c,621.3714445064138,313.7477847863736,0.2342996616768971,0.5049279099647056,NA
SPCC18B5.01c,604.2321846771496,339.6781105041751,0.1703504517586414,0.5621648748910492,NA
SPCC18B5.03,629.1779197080292,347.3919555601916,0.26342681922995415,0.5521362792282972,NA
SPCC18B5.11c,542.2700394218134,328.35359926374457,-0.06083982561572554,0.6055167635922616,NA
SPCC417.12,545.8222222222222,300.62578767693094,-0.047586086199073584,0.5507760135763331,NA
SPCC4F11.03c,582.5454545454545,386.8873693743315,0.08943393194111877,0.6641325004865242,NA
SPCC4G3.10c,556.3459196102315,286.86603925407206,-0.008320555476858324,0.5156253135729774,NA
SPCC553.01c,553.4967545638946,185.375373665922,-0.018951227714457352,0.33491682134971335,NA
SPCC584.01c,570.7604994324631,281.6048680884181,0.04546245499839135,0.4933853487906617,NA
SPCC584.13,510.5193665739354,277.36448933804456,-0.17930646088593588,0.5432986630838726,NA
SPCC737.04,519.6683886350089,274.5255442854527,-0.14517005487081916,0.5282706246699697,NA
SPCC757.05c,653.1301939058171,312.2442061604451,0.35279643180089054,0.4780734516240593,NA
SPCPB16A4.03c,543.2417636614717,216.87386900038933,-0.05721417328280123,0.3992216421996913,NA
SPCPB1C11.02,562.7801724137931,331.8643893001244,0.015686629623372087,0.5896874224917004,NA
SPAC17H9.19c,641.4922750681611,207.6139666048018,0.30937356977681707,0.3236421928584284,NA
SPAC186.01,590.854319304822,295.0661502421934,0.12043558206908678,0.49938900436465905,NA
SPAC1952.11c,572.7953330092367,331.47938280647514,0.053054731493764225,0.5787047549165869,NA
SPAC19E9.01c,551.4525862068965,289.0478406996266,-0.026578333708073432,0.5241571948874318,NA
SPAC1A6.09c,525.6072821846554,287.4091917591019,-0.12301113120247865,0.5468135649957182,NA
SPAC1D4.01,529.3406445081829,313.5496238552295,-0.10908138316747192,0.592339974472492,NA
SPAC227.07c,505.10667081324834,296.30968522246525,-0.19950205981330724,0.5866279388973245,NA
SPAC22H12.01c,589.246167584462,260.63243980939444,0.11443532109106544,0.44231503596845306,NA
SPAC23C11.04c,629.987809833401,236.22314740671104,0.26644864363509513,0.37496463220324816,NA
SPAC23D3.12,568.7653123104913,324.25625400064695,0.03801810551304624,0.5701055373497077,NA
SPAC23H4.08,686.6594202898551,348.1766447771785,0.4778991233867039,0.507058717158799,NA
SPAC24H6.10c,600.8618968386023,332.720853216253,0.15777539037213958,0.5537393117567334,NA
SPAC25B8.17,584.9191850594227,295.9936818744901,0.09829068494208187,0.5060420130422286,NA
SPAC25H1.04,578.2730661696179,333.3921921902339,0.07349299494498364,0.5765307286375395,NA
SPAC29A4.20,524.1796296296296,204.25485267885375,-0.12833792208149875,0.3896657579447992,NA
SPAC2C4.15c,535.3736559139785,323.37634538975476,-0.08657129132734978,0.6040199061302214,NA
SPAC2E12.03c,515.5021276595745,301.9799251737177,-0.16071501424166548,0.5857976310296398,NA
SPAC2F3.05c,456.01976072052696,296.47936564311004,-0.38265285798244497,0.6501458734478138,NA
SPAC2G11.07c,607.9540459540459,302.1138414089685,0.18423728762284153,0.49693532499626575,NA
SPAC30C2.02,582.7668413173652,339.98037687580137,0.09025995997798127,0.5833900503111392,NA
SPAC30D11.09,510.83770718232046,323.8022405406816,-0.17811868319927268,0.6338651904275246,NA
SPAC31G5.12c,522.6657869481766,320.85243500149903,-0.13398630155551558,0.6138768655108322,NA
SPAC323.05c,618.4019134311723,188.15121286353104,0.2232198853049231,0.30425393061865447,NA
SPAC343.10,576.73,316.1043224972369,0.06773557814976325,0.5480975889883254,NA
SPAC3A12.17c,591.7422818791946,296.1021349975616,0.12374870676838998,0.5003903626038531,NA
SPAC3C7.02c,485.9,305.3569506930303,-0.2711650975350466,0.6284357906833306,NA
SPAC3C7.05c,531.5081850533808,305.90180018115495,-0.10099395659759652,0.5755354457061324,NA
SPAC3F10.05c,497.7083333333333,311.2184931415769,-0.2271063928628223,0.6253029581747883,NA
SPAC3G6.03c,469.63716133004925,301.6724460283932,-0.33184424554560865,0.6423521621969462,NA
SPAC3G6.06c,531.2543640897755,363.64599694203486,-0.10194100158349081,0.6845044888526941,NA
SPAC3H1.07,534.5624092888244,324.1496691351779,-0.08959817704145034,0.606383208962304,NA
SPAC3H8.02,588.3502715283165,365.66598641232906,0.1110925953531918,0.6215106954271713,NA
SPAC458.04c,845.075,406.03883925908684,1.0689719737970191,0.480476690541179,up
SPAC57A7.08,619.7967289719626,351.6961763744685,0.2284241562421631,0.5674379355919092,NA
SPAC664.07c,509.5351724137931,281.59485205767965,-0.18297864040676895,0.5526504691004858,NA
SPAC688.06c,542.3977544194936,240.523989666108,-0.060363301350516915,0.4434457696520723,NA
SPAC6G10.12c,635.2306238185255,232.30705581689236,0.28601038757485575,0.3657050638088546,NA
SPAC750.06c,415.38044142614604,207.83461880904696,-0.5342843978727501,0.5003476285389803,NA
SPAC8C9.04,489.83348095659875,232.85078734154823,-0.2564886761546144,0.4753672347729529,NA
SPAC8E11.05c,574.6822064056939,310.9662523871863,0.060094945839146076,0.5411099367981149,NA
SPAC8E11.10,579.1342894393741,316.84643631278846,0.07670635119331426,0.5471035683615089,NA
SPAC9E9.05,527.0717781402936,225.00156269550578,-0.11754687193898139,0.42688979381403314,NA
SPAC9G1.12,594.1973023009785,322.1881878723991,0.13290876489634978,0.54222425215455,NA
SPAPB1A10.12c,542.8250454821103,222.09587468671134,-0.05876901279128654,0.40914817128501646,NA
SPAPB24D3.07c,524.551861581665,197.3762449671615,-0.12694906751740917,0.3762759403274617,NA
SPBC11B10.02c,548.3141630901288,182.74737889054305,-0.03828827221800862,0.33328954674567485,NA
SPBC11B10.05c,398.2470034246575,219.8810322889048,-0.5982118856577138,0.5521222517635417,NA
SPBC1289.14,471.742071119654,209.82612831765033,-0.3239905039409338,0.44478994171463127,NA
SPBC1347.09,422.8219710669078,213.14943751654974,-0.5065189082395596,0.5041115459982111,NA
SPBC14C8.03,477.3033077078697,194.42990686666454,-0.3032406763796722,0.40735084741056116,NA
